brand,color,desc,retailPrice,title
Flounce London,black,Dress by Flounce London    This dress on repeatScoop neckSleeveless styleBody-Conscious fit,24,Flounce ribbed midi dress in black
ASOS DESIGN,black,"Dress by ASOS DESIGN    You choose the occasionOff-shoulder styleShirred, stretch waistThigh-high slitRegular fitTrue to size",40.5,ASOS DESIGN shirred waist midi dress with fallen shoulder in black
Missguided,blues,"Dress by Missguided    Looks cute, feels comfyCrew neckShort sleevesRuffle cuffsTiered skirtSmock style Regular fitTrue to size",16.1,Missguided tiered smock dress with frill sleeve in blue
ASOS Petite,rose,Petite dress by ASOS DESIGN    Dress for the weather you wantV-neckSleeveless styleTie belt Regular fitTrue to size,12.25,ASOS DESIGN Petite strappy v neck sundress with self belt in rose
Missguided,black,Midi dress by Missguided     Crack the dress codeFloral design Crew neck Volume sleevesFitted cuffsSide split Frill hem Smock style Regular fitTrue to size ,21.6,Missguided ruffle hem midi smock dress in floral print
Missguided,green,"Dress by Missguided    Looks cute, feels comfyPolka-dot design Spread collarShort sleevesRuffle cuffsButton placketSoft pleats on waistRegular fitTrue to size",28,Missguided shirt dress with ruffle cuffs in sage
New Look,white,Dress by New Look    Cute dressSquare neckShort puff sleevesOpen back with tieSmock styleRegular fitTrue to size,27.3,New Look tie back shirred poplin mini dress in white
ASOS DESIGN,tan/black leopard,Mini dress by ASOS DESIGN    Coming soon to your Saved Items    Animal printV-neck    Drop shoulders    Elasticated cuffs     Wrap front    Regular fitTrue to size,24,ASOS DESIGN casual cotton poplin wrap front mini smock dress in animal print
Influence,blue multi,Dress by Influence    Cute dressAll-over floral printCrew neckShort sleevesElasticated waistButton-keyhole backRegular fitTrue to size,35,Influence tiered hem midi dress in blue floral print
ASOS DESIGN,black,Mini dress by ASOS DESIGN    Crack the dress codeHigh neck Single-sleeve designBody-Conscious fit Figure-hugging cut,14,ASOS DESIGN one shoulder long sleeve mini dress in black
ASOS Maternity,mid blue,Maternity dress by ASOS DESIGN    Part of our responsible editRound neckLong sleevesButton cuffsTie-keyhole backSmock styleRegular fit    Designed to fit you from bump to baby,25,ASOS DESIGN Maternity soft denim puff sleeve smock dress in midwash
ASOS Curve,animal print,Plus-size dress by ASOS DESIGNCrack the dress codeAll-over animal printRound neckLong sleevesTiered skirtSmock styleRegular fitTrue to size,14.4,ASOS DESIGN Curve long sleeve tiered smock midi dress in animal print
ASOS DESIGN,zingy pink,Mini dress by ASOS DESIGN    Sunshine pending Bandeau neckDetachable and adjustable strapsDouble-layer skirtBow detail to reverseRegular fit True to size ,27.2,ASOS DESIGN bandeau double layer tie back mini sundress with detachable straps in hot pink
New Look,green pattern,Midi dress by New Look     Crack the dress code All-over print Crew neck Padded shoulders Long sleeves Elasticated cuffs Side splits     Regular fit True to size ,19.8,New Look shoulder pad slit midi dress in green floral
ASOS DESIGN,black,Midi dress by ASOS DESIGN     Part of our responsible edit Plain designHigh neck with button fasteningLong sleevesOpen backBody-Conscious fitFigure-hugging cut,13,ASOS DESIGN long sleeve sexy back midi dress in black
Night Addict,wasabi green,Dress by Night Addict    Act casualCrew neckDrop shouldersText print to chestRelaxed fitSlouchy cut,14.5,Night Addict wasabi green t-shirt dress
ASOS Tall,black,Tall dress by ASOS DESIGN    Who doesn’t love playing dress-up?Draped designV-neckAdjustable cami strapsThigh splitZip-back fasteningRegular fitTrue to size,32.55,ASOS DESIGN Tall midi chiffon draped dress with structured bodice
Missguided,black,Dress by Missguided    Our kind of flowersFloral designV-neckShort sleevesButton-through frontRegular fitTrue to size,33.6,Missguided button-through tea dress in black floral
ASOS DESIGN,khaki,Midi dress by ASOS DESIGNCrack the dress codePlain designRound neckLong sleevesKeyhole backSmock styleRegular fitTrue to size,28.8,ASOS DESIGN long sleeve tiered smock midi dress in khaki
ASOS DESIGN,black,Mini dress by ASOS DESIGN    Worn and shot by one of our models at home Square neck Puff sleevesElasticated cuffs Button details to bust Pleated skirtRegular fitTrue to size#AtHomeWithASOS,13.75,ASOS DESIGN mini short sleeve pleated dress with button detail in black
QED London,pink multi,Dress by QED London    Trés cuteAll-over floral printV-neckShort sleevesRuffle hemRegular fitTrue to size,35,QED London midi dress with frill hem in floral print
ASOS Curve,soft blush,"Plus-size dress by ASOS DESIGN       If you have to dress up, dress up in thisBeaded embellishmentHigh neckCap sleevesFront slitZip-back fasteningRegular fitTrue to size ",81,ASOS DESIGN Curve maxi linear embellished bodice dress with high neck and wrap skirt
Influence,blue/white,Dress by Influence    Cute dressTiered designAll-over polka-dot printRound neckShort sleevesTie cuffsButton-keyhole back    Regular fitTrue to size,32,Influence tie sleeve tiered mini dress in polka dot
QED London,leopard,Dress by QED London    Love at first scroll All-over leopard print V-neckButton placketVolume sleevesElasticated cuffsTiered skirtRegular fitTrue to size,42,QED London button front maxi dress in leopard print
Heartbreak,lime,Dress by Heartbreak    This dress on repeatPlaid printRound neckSleeveless styleRuched sides with tie detailZip-back fasteningSlim fitClose-fitting cuts,34,Heartbreak mix & match ruched side mini dress in lime
Brave Soul,military olive,"T-shirt dress by Brave Soul    Looks cute, feels comfyPlain designCrew neckShort sleevesRegular fit",14,Brave Soul xena t-shirt dress in olive
New Look Petite,gr1 - green 1,"Petite dress by New Look    Cute dressAll-over floral printSquare neckBlouson sleevesShirred, stretch panelsRegular fitTrue to size",21,New Look Petite floral square neck ruched mini dress in green pattern
Influence,white/ black,Midi dress by Influence    Cute dressPolka-dot printRound neckPuff sleevesButton placket to reverseCut-out detailTie backRegular fitTrue to size,34,Influence puff sleeve cotton poplin midi dress in polka dot
QED London,multi,Dress by QED London    Daywear dressing 101Leopard printNotch neckLong sleevesElasticated cuffsTiered hemRegular fitTrue to size,29,QED London smock dress in leopard print
ASOS DESIGN,khaki,Dress by ASOS DESIGN    Dressed to chillCrew neckDrop shouldersRelaxed fitLoose cut,14,ASOS DESIGN t-shirt dress in khaki
QED London,powder blue,"Dress by QED London    Your no effort, effort-makerPlain designSpread collarButton-through fontChest pocketsTie waistSide splitsRegular fitTrue to size",29,QED London tie waist shirt dress in powder blue
ASOS Curve,blues,Plus-size dress by ASOS DESIGN          All dressed upBead and sequin embellishment Plunge neckCape sleevesCropped overlayWrap skirtRegular fitTrue to size,108,ASOS DESIGN Curve cape sleeve pearl embellished midi dress in Blue
ASOS EDITION,silver,Midi dress by ASOS EDITION     Life of the partyCutwork designAll-over embellishmentRound neck Long sleevesOpen backZip fastening Kick split    Body-Conscious fit Figure-hugging cut ,204.8,ASOS EDITION sequin cutwork open back midi dress
Collusion,yellow,Dress by COLLUSION    Part of our responsible editPlain designRound neckSleeveless styleSlim fitClose-fitting cut,20.4,COLLUSION ribbed dress in yellow
ASOS DESIGN,tie dye,Mini dress by ASOS DESIGN    Coming soon to your Saved ItemsTie-dye designCrew neck'Untitled' slogan print to chestDrop shouldersRibbed cuffsRelaxed fitLoose cut,19.35,ASOS DESIGN mini sweatshirt dress in tie dye with untitled logo
ASOS DESIGN,light khaki,Mini dress by ASOS DESIGN    Serious add-to-bag potential     Spread collar    Volume sleeves    Button cuffs     Button-through frontChest pocket    Oversized fitRelaxed and roomy,18,ASOS DESIGN oversized boyfriend mini shirt dress in light khaki
ASOS Curve,yellow floral,"Plus-size dress by ASOS DESIGN    Crack the dress codeFloral designPlunge neckCap sleevesButton frontShirred, stretch waistRegular fitTrue to size",25.2,ASOS DESIGN Curve shirred waist button front tiered mini sundress in yellow floral print
Influence,black/white,"Dress by Influence    Looks cute, feels comfyAll-over animal print Crew neckPuff sleevesTie cuffsButton-keyhole back Tiered skirtRegular fitTrue to size",32,Influence tiered mini dress in animal print
ASOS DESIGN,green,"Dress by ASOS DESIGN    Simple, meet stylishPlunge neckLong sleevesSplit cuffsWrap front Drape detailButton-keyhole backRegular fitTrue to size",51.2,ASOS DESIGN satin mini dress with drape skirt detail
ASOS DESIGN,black,Mini dress by ASOS DESIGN    The scroll is over     Plunge neck     Blouson sleeves    Elasticated cuffs Tie front    Regular fitTrue to size,25.6,ASOS DESIGN tie front mini tea dress with long sleeves in black
ASOS DESIGN,sage green,Mini dress by ASOS DESIGN    Dress for the weather you want V-neckTie shoulder strapsV-backSmock styleRelaxed fitSlouchy cut Exclusive to ASOS,17.6,ASOS DESIGN bunny tie shoulder mini smock dress in sage green
ASOS DESIGN,leopard print,Mini dress by ASOS DESIGN    Cute dressAll-over leopard printPlunge neckPuff sleevesTie backBabydoll styleRelaxed fitSlouchy cut,13.5,ASOS DESIGN cotton babydoll mini dress in leopard print
ASOS DESIGN,black,"Midi dress by ASOS DESIGN     Simple, meet stylishShawl collarTurn-up sleevesWrap-style frontButton detail to frontSide pocketsStretch-back waistRegular fitTrue to size",27,ASOS DESIGN casual tux midi dress in black
ASOS DESIGN,blues,Mini dress by ASOS DESIGN    Act casual     Crew neck    Drop shoulders    Los Angeles print to chest and back    Oversized fitRelaxed and roomy ,14.4,ASOS DESIGN oversized t-shirt dress with long sleeve with los angeles graphic print in blue
Miss Selfridge,black,Dress by Miss Selfridge    The scroll is overAll-over printV-neckFluted sleevesFrill detailsSmock styleRegular fitTrue to size,20.25,Miss Selfridge long sleeve smock dress in black
Lola May,black,Dress by Lola May    Crack the dress codeTrapeze styleTie neckLong sleevesElasticated cuffsTiered hemRegular fitTrue to size,24.8,Lola May trapeze maxi dress with ruffle details in black
ASOS DESIGN,white,Mini dress by ASOS DESIGN    Coming soon to your Saved ItemsPleated designHigh neckCinched waistCross-over strapsZip-back fasteningTie backRegular fitTrue to size,36.95,ASOS DESIGN halter neck ruched waist mini dress with pleat skirt
ASOS DESIGN,black,Dress by ASOS DESIGN    Crack the dress codeRound neckOne-shoulder styleLong sleeveSlim fitClose-fitting cut ,9.9,ASOS DESIGN one shoulder long sleeve midi dress in black
Liquorish,burgundy,Dress by Liquorish    Who doesn’t love playing dress-up?High neckLace sleevesEmbroidered frontZip-back fasteningRegular fitTrue to size,43.4,Liquorish a-line lace detail midi dress in burgundy
ASOS DESIGN,purple ash,"Dress by ASOS DESIGN    The baggier, the betterCrew neckDrop shouldersFitted cuffsDipped hemSmock back detailOversized fitRelaxed and roomy",10.15,ASOS DESIGN oversized sweatshirt smock back dress in purple ash
ASOS Curve,black,Plus-size dress by ASOS DESIGN       Part of our responsible editV-neckLong sleevesButton placketSmock styleRegular fitTrue to size ,28,ASOS DESIGN Curve crinkle button through mini tea dress with ruched waist
ASOS DESIGN,white,Dress by ASOS DESIGN    You choose the occasionSweetheart neckSleeveless styleFrill strapsRuched frontCut-out detailRuffle hemSlim fitClose-fitting cut ,28.8,ASOS DESIGN eyelet mini sundress with cut out and ruffle straps in white
Wednesday's Girl,black green spot,Mini dress by Wednesday's Girl    Cute dress All-over spot print     V-neck    Button placket     Long sleeves    Elasticated cuffs Relaxed fitLoose cut ,11.2,Wednesday's Girl button front mini dress in scattered dots
ASOS DESIGN,green based floral,Mini dress by ASOS DESIGN    The scroll is overFloral print     V-neckLong sleeves    Elasticated cuffs Regular fitTrue to size,23.2,ASOS DESIGN long sleeve v neck mini dress with curved hem in green floral
ASOS DESIGN,blue stripe,Dress by ASOS DESIGNComing soon to your Saved ItemsStripe printCrew neckDrop shouldersFitted cuffsContrast trimOversized fitRelaxed and roomy,11.2,ASOS DESIGN oversized long sleeve t-shirt dress in blue black and white stripe
Lola May,multi,Dress by Lola May    Still not over animal print Crew neck Short sleevesTiered hemSmock styleRelaxed fit Loose cut ,29,Lola May tiered mini smock dress in leopard print
ASOS DESIGN,sage,Dress by ASOS DESIGN    Sage green is your color Square neck Fixed straps Tiered design Frill trim Regular fit True to size ,18.2,ASOS DESIGN strappy sundress with tiered ruffle detail in sage
Influence,pink multi,Mini dress by Influence    Cute dress All-over floral print Crew neck Drop shouldersRuched detail to sleeves Tiered design     Button-keyhole backRelaxed fit Loose cut ,35,Influence shirred sleeve mini dress in floral print
Collusion,blues,Beach dress by COLLUSION    Shot by one of our stylists at homeSpread collarPress-stud placketShort sleevesEmbroidered logo text to chestRegular fitTrue to sizeExclusive to ASOS#AtHomeWithASOS ,20.3,COLLUSION terry mini polo dress in pale blue
New Look,pink pattern,Mini dress by New Look    Cute dress All-over floral print Spread collar Button placketLong sleeves Button cuffs Ruffle hem Relaxed fit Slouchy cut ,19.8,New Look floral tiered mini dress with collar in pink
New Look,black,Dress by New Look    Act casualSpread collarLong sleevesElasticated cuffsTie waistButton-through frontRegular fitTrue to size,28.2,New Look belted midaxi shirt dress in black
Brave Soul,white,Dress by Brave Soul    Worn and shot by one of our models at homePrinted crew neckShort sleevesRegular fitTrue to size#AtHomeWithASOS,8.45,Brave Soul dawn leopard contrast ringer t-shirt dress
ASOS DESIGN,black,Maxi dress by ASOS DESIGN    Coming soon to your Saved ItemsV-neckVolume sleevesElasticated cuffsButton-through front     Regular fitTrue to size,35,ASOS DESIGN button through textured smock maxi shirt dress in black
ASOS DESIGN,black,Mini dress by ASOS DESIGN    Part of our responsible editHigh neckLong sleevesOpen back with buttonBody-Conscious fit Figure-hugging cut ,13.1,ASOS DESIGN long sleeve sexy back mini dress in black
ASOS DESIGN,leopard print,Mini dress by ASOS DESIGN    In case of warm weather    Animal printSquare neck Fixed strapsCross back Relaxed fitFalls loosely over the body,28.8,ASOS DESIGN tiered mini sundress in washed leopard print
ASOS DESIGN,black based floral,Dress by ASOS DESIGNCrack the dress codeFloral designV-neckPuff sleevesElasticated cuffsWrap frontThigh-high splitRegular fitTrue to size,12.75,ASOS DESIGN long bubble sleeve midi dress in black floral print
